"","mu","beta","sigma_y","sigma_v","crix"
"2018-12-25",0.04515,-0.48275,0.4409,0.01965,10268.36612
"2018-12-27",0.04665,-0.4799,0.4387,0.01975,9585.082085
"2018-12-29",0.0474,-0.4747,0.43875,0.01995,9726.786908
"2018-12-31",0.04715,-0.47355,0.43665,0.01985,9651.907881
"2019-01-02",0.04725,-0.4499,0.4341,0.01995,9707.099083
"2019-01-04",0.0487,-0.45055,0.4336,0.0203,9735.195988
"2019-01-06",0.0491,-0.45455,0.42825,0.02035,9833.276351
"2019-01-08",0.05025,-0.4376,0.42635,0.0208,10198.60787
"2019-01-10",0.0531,-0.42905,0.42675,0.02085,10280.70146
"2019-01-12",0.05535,-0.4397,0.4259,0.02095,9136.557934
"2019-01-14",0.05695,-0.42835,0.42605,0.02145,8731.71918
"2019-01-16",0.05825,-0.40915,0.4239,0.02165,8982.009375
"2019-01-18",0.0598,-0.3987,0.4248,0.0219,9149.210868
"2019-01-20",0.0624,-0.3914,0.4241,0.02255,9247.065152
"2019-01-22",0.0639,-0.38015,0.42045,0.02265,8892.60229
"2019-01-24",0.0654,-0.35435,0.42225,0.02315,8948.408964
"2019-01-26",0.0671,-0.3319,0.4218,0.0232,8964.320481
"2019-01-28",0.0679,-0.3153,0.42105,0.02305,8889.918031
"2019-01-30",0.06935,-0.30285,0.42155,0.0234,8427.141896
"2019-02-01",0.0709,-0.2931,0.4224,0.02325,8726.195976
"2019-02-03",0.07285,-0.27125,0.423,0.0233,8858.248441
"2019-02-05",0.07265,-0.26425,0.42165,0.02315,8784.920991
"2019-02-07",0.0735,-0.26375,0.42165,0.023,8607.288523
"2019-02-09",0.07525,-0.2633,0.42065,0.02315,9331.149128
"2019-02-11",0.07635,-0.2607,0.42,0.02305,9464.571812
"2019-02-13",0.0776,-0.2548,0.4219,0.0227,9365.615993
"2019-02-15",0.0801,-0.2639,0.42195,0.0226,9221.470286
"2019-02-17",0.0813,-0.25805,0.42425,0.0224,9312.820816
"2019-02-19",0.0802,-0.2553,0.42385,0.0221,10157.48788
"2019-02-21",0.0802,-0.24145,0.42485,0.02255,10489.34327
"2019-02-23",0.08225,-0.25365,0.42425,0.02245,10419.76865
"2019-02-25",0.08225,-0.2579,0.42435,0.02235,9794.542792
"2019-02-27",0.08275,-0.267,0.4239,0.02335,9942.999594
"2019-03-01",0.0821,-0.2558,0.4246,0.02325,9948.993565
"2019-03-03",0.08255,-0.2551,0.42495,0.02355,9950.494211
"2019-03-05",0.08305,-0.2585,0.42365,0.02365,9611.843285
"2019-03-07",0.08475,-0.26845,0.42395,0.0244,10117.88343
"2019-03-09",0.0862,-0.2758,0.424,0.02465,10058.41117
"2019-03-11",0.0864,-0.2771,0.4229,0.0247,10263.97973
"2019-03-13",0.08665,-0.28165,0.42155,0.02505,10177.32239
"2019-03-15",0.0856,-0.2797,0.42165,0.0255,10186.29674
"2019-03-17",0.0869,-0.27425,0.42195,0.02555,10603.62021
"2019-03-19",0.08695,-0.277,0.42225,0.026,10518.16491
"2019-03-21",0.087,-0.2757,0.42275,0.02605,10670.79362
"2019-03-23",0.087,-0.2798,0.42335,0.02625,10541.63881
"2019-03-25",0.08675,-0.29045,0.42105,0.0265,10558.90173
"2019-03-27",0.08465,-0.2729,0.4214,0.02665,10381.57622
"2019-03-29",0.08405,-0.285,0.42025,0.0267,10650.43764
"2019-03-31",0.08375,-0.29325,0.42095,0.0274,10851.86011
"2019-04-02",0.08305,-0.30745,0.42075,0.0273,10992.27916
"2019-04-04",0.0812,-0.28995,0.4217,0.02725,13086.99518
"2019-04-06",0.08095,-0.28405,0.42215,0.02755,13302.0045
"2019-04-08",0.07965,-0.27705,0.42175,0.0269,13683.22132
"2019-04-10",0.07905,-0.278,0.4217,0.02725,13549.16019
"2019-04-12",0.07655,-0.26925,0.42195,0.0273,13029.6948680326
"2019-04-14",0.074,-0.27285,0.4215,0.0271,13038.2624610729
"2019-04-16",0.0701,-0.2599,0.4211,0.0268,13005.7473581696
"2019-04-18",0.0675,-0.25885,0.42085,0.02705,13398.5186133726
"2019-04-20",0.06485,-0.2565,0.421,0.02675,13622.8294716556
"2019-04-22",0.0623,-0.251,0.4205,0.0271,13490.4833342203
"2019-04-24",0.06055,-0.26145,0.4205,0.027,13805.9534806514
"2019-04-26",0.05825,-0.2728,0.4209,0.0279,12789.3059434556
"2019-04-28",0.0558,-0.26365,0.42075,0.0276,12993.8285623432
"2019-04-30",0.05245,-0.26705,0.4207,0.0283,12697.6684456663
"2019-05-02",0.0497,-0.26785,0.4208,0.02855,13148.5360848277
"2019-05-04",0.0456,-0.2546,0.4212,0.02855,13959.226509302
"2019-05-06",0.04275,-0.2614,0.4212,0.0285,13938.1869327034
"2019-05-08",0.03785,-0.2447,0.4201,0.0287,14233.2394261869
"2019-05-10",0.0351,-0.2474,0.42035,0.02895,14736.9145642074
"2019-05-12",0.032,-0.2414,0.4196,0.029,17372.5751916312
"2019-05-14",0.029,-0.24145,0.4185,0.02895,18191.4835798735
"2019-05-16",0.0268,-0.25045,0.41815,0.02845,20059.1837464504
"2019-05-18",0.0249,-0.2461,0.4176,0.02875,18195.3357496535
"2019-05-20",0.0226,-0.2423,0.4173,0.0289,20046.58763064
"2019-05-22",0.0217,-0.24795,0.41725,0.0286,19546.0343336326
"2019-05-24",0.02035,-0.24095,0.41715,0.0286,19155.5147683492
"2019-05-26",0.01925,-0.2487,0.4177,0.0287,19552.9230227669
"2019-05-28",0.0173,-0.24985,0.41785,0.0289,21627.6837986176
"2019-05-30",0.01675,-0.2667,0.41775,0.02895,21296.08323763
"2019-06-01",0.0151,-0.27065,0.4189,0.02835,21216.4441579805
"2019-06-03",0.01145,-0.25075,0.41875,0.0281,21464.3517785094
"2019-06-05",0.00915,-0.2544,0.4183,0.02745,18833.2263186572
"2019-06-07",0.00625,-0.26235,0.41845,0.0275,19352.6855330898
"2019-06-09",0.0036,-0.25995,0.41875,0.02685,19462.161922116
"2019-06-11",0.000999999999999999,-0.267,0.41865,0.02685,19535.3816219078
"2019-06-13",5.00000000000023e-05,-0.27875,0.4189,0.02685,19912.4048546581
"2019-06-15",-0.0018,-0.28645,0.4191,0.0268,21043.5245104107
"2019-06-17",-0.0024,-0.2937,0.41915,0.0266,21801.9154804164
"2019-06-19",-0.00485,-0.2971,0.4187,0.026,21866.4359726046
"2019-06-21",-0.0065,-0.30785,0.41895,0.02545,22784.0374946538
"2019-06-23",-0.0087,-0.3271,0.41945,0.02515,25544.2966431125
"2019-06-25",-0.01095,-0.3307,0.41995,0.0255,26082.7843696457
"2019-06-27",-0.0131,-0.34875,0.42015,0.02455,29733.3762322391
"2019-06-29",-0.01615,-0.36335,0.4204,0.02405,27994.5691919855
"2019-07-01",-0.01955,-0.37125,0.41995,0.024,25046.0393806649
"2019-07-03",-0.02215,-0.39085,0.4201,0.024,24831.2730726584
"2019-07-05",-0.0242,-0.40605,0.4196,0.02375,25536.6561729407
"2019-07-07",-0.0257,-0.42455,0.41875,0.0228,25709.7108933542
"2019-07-09",-0.02755,-0.43155,0.4193,0.02255,27676.2695660506
"2019-07-11",-0.0285,-0.4427,0.41825,0.0226,27057.5261869446
"2019-07-13",-0.0281,-0.4596,0.4176,0.0223,26077.6200499334
"2019-07-15",-0.0292,-0.4729,0.41955,0.0222,22562.2683083152
"2019-07-17",-0.0298,-0.4889,0.4209,0.02205,20920.610434095
"2019-07-19",-0.03015,-0.5021,0.4205,0.02185,23440.3856872334
"2019-07-21",-0.03045,-0.5003,0.42035,0.0215,23585.1282380581
"2019-07-23",-0.0316,-0.5062,0.42125,0.02165,22771.2515015601
"2019-07-25",-0.0318,-0.51115,0.4218,0.02155,21809.9819713225
"2019-07-27",-0.0316,-0.5272,0.42295,0.02135,21928.820759025
"2019-07-29",-0.03095,-0.53405,0.42315,0.0213,21242.0540256971
"2019-07-31",-0.03125,-0.53985,0.4232,0.02145,21304.0113465034
"2019-08-02",-0.0306,-0.5445,0.4228,0.0213,22832.5804379519
"2019-08-04",-0.031,-0.5523,0.42365,0.0211,23611.4540380855
"2019-08-06",-0.03125,-0.55335,0.4247,0.0213,25562.223476076
"2019-08-08",-0.0306,-0.56195,0.4244,0.02135,25663.1831194608
"2019-08-10",-0.02945,-0.5704,0.4257,0.021,25181.4005104596
"2019-08-12",-0.0285,-0.57195,0.42585,0.0207,24821.9440476677
"2019-08-14",-0.02795,-0.5791,0.4266,0.02035,23580.0097848084
"2019-08-16",-0.0276,-0.56645,0.42825,0.02025,22041.1769457264
"2019-08-18",-0.0268,-0.55255,0.42775,0.02075,21902.4013560376
"2019-08-20",-0.0264,-0.548,0.42795,0.02095,23385.2162027687
"2019-08-22",-0.0252,-0.561,0.42955,0.02095,21736.655058784
"2019-08-24",-0.0237,-0.5609,0.43,0.02125,22558.7218640749
"2019-08-26",-0.02155,-0.55625,0.42885,0.0208,21687.8267098549
"2019-08-28",-0.01895,-0.56,0.4292,0.0208,21837.1037013077
"2019-08-30",-0.017,-0.57105,0.42905,0.02075,20313.0907351079
"2019-09-01",-0.0157,-0.57615,0.42815,0.0206,20574.1035470629
"2019-09-03",-0.0147,-0.5821,0.42765,0.02035,21885.4147719606
"2019-09-05",-0.01365,-0.5721,0.4263,0.02065,22338.7256758193
"2019-09-07",-0.0119,-0.58195,0.4266,0.02085,21856.8896910096
"2019-09-09",-0.0105,-0.5877,0.4257,0.0206,22148.434492183
"2019-09-11",-0.0097,-0.59475,0.42535,0.02085,21645.9954581759
"2019-09-13",-0.0089,-0.59595,0.4245,0.02155,22133.6484311844
"2019-09-15",-0.00785,-0.6006,0.4232,0.02175,22181.3616158918
"2019-09-17",-0.00675,-0.6044,0.42285,0.0217,22139.5620582977
"2019-09-19",-0.00545,-0.60665,0.4218,0.02215,22373.1927007826
"2019-09-21",-0.00535,-0.6117,0.42155,0.02275,22376.2745163094
"2019-09-23",-0.00475,-0.6044,0.42105,0.0232,21990.1240681292
"2019-09-25",-0.0043,-0.62705,0.41935,0.02345,19010.1917668513
"2019-09-27",-0.004,-0.6352,0.41875,0.02335,17704.6991833341
"2019-09-29",-0.0039,-0.63845,0.4181,0.0234,17996.8694534127
"2019-10-01",-0.0042,-0.6247,0.4167,0.0239,18229.0613770139
"2019-10-03",-0.00385,-0.62495,0.41415,0.02375,18393.6672233095
"2019-10-05",-0.00385,-0.6177,0.41385,0.0243,17969.5032150683
"2019-10-07",-0.00465,-0.5956,0.4133,0.02435,17443.628105359
"2019-10-09",-0.0048,-0.5809,0.4132,0.02465,18194.7929966913
"2019-10-11",-0.00445,-0.56585,0.41265,0.02465,18954.6644300406
"2019-10-13",-0.0047,-0.5473,0.41215,0.02505,18378.0591456259
"2019-10-15",-0.00465,-0.5436,0.4125,0.0253,18580.6441590359
"2019-10-17",-0.0059,-0.52115,0.41195,0.0256,17824.9249627651
"2019-10-19",-0.00575,-0.49505,0.41255,0.0259,17758.0349525934
"2019-10-21",-0.005,-0.4633,0.41265,0.02635,18258.2070359844
"2019-10-23",-0.0038,-0.445,0.41205,0.02605,17907.0732595987
"2019-10-25",-0.0028,-0.4327,0.412,0.0263,16618.1900324243
"2019-10-27",-0.00165,-0.41655,0.4122,0.02645,20170.3380858111
"2019-10-29",-0.0016,-0.40635,0.41175,0.0264,20202.112239429
"2019-10-31",0.00045,-0.3861,0.4117,0.02635,20191.2498216427
"2019-11-02",0.00135,-0.3727,0.41125,0.02645,20280.5878397307
"2019-11-04",0.0031,-0.3549,0.4116,0.0272,20264.7999083472
"2019-11-06",0.0054,-0.351,0.4121,0.02745,20629.7507565201
"2019-11-08",0.0077,-0.3576,0.41265,0.02775,20453.9990733858
"2019-11-10",0.00935,-0.35875,0.41215,0.02775,19717.212174912
"2019-11-12",0.0116,-0.3375,0.41235,0.02835,19612.0833059663
"2019-11-14",0.0146,-0.34055,0.41275,0.0282,19710.8229944041
"2019-11-16",0.01795,-0.34645,0.4128,0.02855,19000.8266360531
"2019-11-18",0.02045,-0.3563,0.4126,0.029,19102.2862860154
"2019-11-20",0.0241,-0.3667,0.4133,0.0293,18177.9646946429
"2019-11-22",0.02775,-0.36735,0.41365,0.02955,17029.2765352013
"2019-11-24",0.03095,-0.36785,0.41335,0.0293,16360.9183125092
"2019-11-26",0.03375,-0.38925,0.4132,0.02915,15817.5728788757
"2019-11-28",0.03775,-0.40185,0.413,0.0298,16597.7045207545
"2019-11-30",0.0406,-0.4211,0.41325,0.0299,17065.1079416068
"2019-12-02",0.0441,-0.4403,0.41335,0.0301,16447.4813383199
"2019-12-04",0.04615,-0.44,0.41365,0.03055,16173.9542127723
"2019-12-06",0.04885,-0.4452,0.41355,0.03105,16316.8605092554
"2019-12-08",0.0522,-0.44215,0.4136,0.03105,16538.2845396607
"2019-12-10",0.05465,-0.4565,0.4132,0.0312,16293.1547825035
"2019-12-12",0.0573,-0.47615,0.41355,0.031,15941.0380657812
"2019-12-14",0.06075,-0.47365,0.41395,0.03095,16067.6480974227
"2019-12-16",0.06225,-0.4811,0.41395,0.0312,15805.213630643
"2019-12-18",0.06445,-0.4756,0.4135,0.03105,14431.2046926301
"2019-12-20",0.06535,-0.4871,0.41345,0.03115,15449.0166439688
"2019-12-22",0.0668,-0.49575,0.41365,0.03135,15447.6252948685
"2019-12-24",0.0673,-0.4902,0.41325,0.03175,15790.385131604
"2019-12-26",0.06695,-0.4977,0.4134,0.03155,15525.3171874755
"2019-12-28",0.0666,-0.50245,0.4141,0.03155,15657.7977911372
"2019-12-30",0.06555,-0.5013,0.41305,0.03165,16068.7230522494
"2020-01-01",0.0649,-0.49805,0.4129,0.03195,15625.2820962494
"2020-01-03",0.06375,-0.50745,0.4133,0.03215,15156.8244197241
"2020-01-05",0.0642,-0.4832,0.41315,0.03235,16033.646203017
"2020-01-07",0.06285,-0.4836,0.4135,0.03205,16995.9275622405
"2020-01-09",0.06115,-0.4854,0.4133,0.03215,17370.9401388683
"2020-01-11",0.05825,-0.4725,0.41305,0.0324,17669.460869946
"2020-01-13",0.05765,-0.4732,0.413,0.03235,17868.5033418109
"2020-01-15",0.0557,-0.46945,0.4129,0.0322,19837.6800121672
"2020-01-17",0.0537,-0.46525,0.413,0.0326,19606.8035011684
"2020-01-19",0.05145,-0.4754,0.41355,0.03285,20040.0131009025
"2020-01-21",0.0495,-0.45175,0.41395,0.03275,19543.3808807629
"2020-01-23",0.0462,-0.44425,0.41345,0.03295,19647.6069472157
"2020-01-25",0.04365,-0.4253,0.41325,0.03225,18988.6078104713
"2020-01-27",0.04075,-0.4089,0.4133,0.03205,19417.165640398
"2020-01-29",0.03915,-0.3847,0.41345,0.03235,20924.9526165313
"2020-01-31",0.03645,-0.37485,0.4135,0.0315,21493.8421287631
"2020-02-02",0.0337,-0.36945,0.414,0.0313,21167.4337645195
"2020-02-04",0.0319,-0.3576,0.41365,0.0312,21211.121070033
"2020-02-06",0.03005,-0.3357,0.4134,0.03065,22111.7160377383
"2020-02-08",0.0293,-0.32085,0.41385,0.03015,22706.1784544004
"2020-02-10",0.0285,-0.3245,0.4143,0.0298,23528.3146429592
"2020-02-12",0.0283,-0.32485,0.4144,0.02955,23818.7631322796
"2020-02-14",0.02835,-0.3207,0.4147,0.02945,24332.0072730865
"2020-02-16",0.028,-0.30475,0.4142,0.02885,23475.765704262
"2020-02-18",0.0283,-0.28025,0.4143,0.02795,22989.9121557425
"2020-02-20",0.029,-0.2687,0.41465,0.0275,22724.8606909608
"2020-02-22",0.02955,-0.2561,0.41465,0.0273,22862.6315083855
"2020-02-24",0.0304,-0.24575,0.41535,0.0271,23514.9220611661
"2020-02-26",0.03205,-0.2473,0.41675,0.0268,21880.7832975396
"2020-02-28",0.03375,-0.23505,0.41815,0.02625,20421.5931773223
"2020-03-01",0.0354,-0.23865,0.41835,0.0263,19865.6864124751
"2020-03-03",0.03685,-0.26125,0.41945,0.0255,20728.5560971263
"2020-03-05",0.03835,-0.26395,0.4197,0.0257,20337.4891251844
"2020-03-07",0.0398,-0.2922,0.4206,0.02535,21342.0776159233
"2020-03-09",0.04235,-0.3091,0.4215,0.02505,18599.7770616962
"2020-03-11",0.04385,-0.31265,0.42155,0.02505,18376.4801667788
"2020-03-13",0.0456,-0.31165,0.42145,0.0248,11728.0875732524
"2020-03-15",0.0472,-0.31335,0.4218,0.0247,12157.3225351864
"2020-03-17",0.04945,-0.3207,0.4213,0.02455,11694.8249648417
"2020-03-19",0.0504,-0.34145,0.42205,0.0248,12423.7944586987
"2020-03-21",0.05025,-0.34365,0.4229,0.0245,14159.0863672022
"2020-03-23",0.051,-0.34175,0.42235,0.0247,13424.3825020612
"2020-03-25",0.05015,-0.35215,0.423,0.02415,15287.8046515112
"2020-03-27",0.0505,-0.3585,0.4234,0.0244,15397.5995088426
"2020-03-29",0.05115,-0.38835,0.42405,0.0248,14353.9823202367
"2020-03-31",0.05215,-0.3987,0.4249,0.02435,14653.4220897053
"2020-04-02",0.0527,-0.40635,0.4248,0.0239,15068.7988220092
"2020-04-04",0.05305,-0.42175,0.4252,0.0237,15611.3088150591
"2020-04-06",0.05215,-0.43035,0.4247,0.0234,15727.7607301145
"2020-04-08",0.0515,-0.4276,0.42375,0.02325,16811.5185891209
"2020-04-10",0.0508,-0.4268,0.42345,0.0235,17087.7674288669
"2020-04-12",0.0502,-0.41135,0.42285,0.02355,16115.6611380446
"2020-04-14",0.0496,-0.4319,0.42315,0.02305,16098.2376062495
"2020-04-16",0.04875,-0.4307,0.42275,0.02295,15555.4491307128
"2020-04-18",0.047,-0.42465,0.42205,0.02255,16549.7888443074
"2020-04-20",0.04595,-0.4422,0.4223,0.0223,16831.0669069121
"2020-04-22",0.0457,-0.46315,0.42185,0.022,16159.8831848999
"2020-04-24",0.0456,-0.4818,0.4215,0.0217,17426.6752183605
"2020-04-26",0.04545,-0.50595,0.4218,0.02145,17739.7818513094
"2020-04-28",0.04495,-0.503,0.42075,0.02105,18331.3301831596
"2020-04-30",0.04495,-0.50035,0.41975,0.0209,20455.8322561696
"2020-05-02",0.04425,-0.49705,0.4206,0.0204,23587.0349506992
"2020-05-04",0.04445,-0.50935,0.41975,0.0203,23659.66543117
"2020-05-06",0.04465,-0.52605,0.41995,0.0197,23802.9233450222
"2020-05-08",0.04485,-0.523,0.41915,0.0195,25849.1500057328
"2020-05-10",0.04475,-0.5371,0.4184,0.01915,25070.8846759573
"2020-05-12",0.04385,-0.5467,0.4184,0.0187,22621.839409768
"2020-05-14",0.04315,-0.55045,0.4174,0.0182,23139.0286825909
"2020-05-16",0.0429,-0.55365,0.41555,0.01775,24214.6392923159
"2020-05-18",0.04355,-0.5654,0.41485,0.0175,25035.0511422071
"2020-05-20",0.0442,-0.59085,0.4153,0.0168,25312.9775013739
"2020-05-22",0.04465,-0.58865,0.4149,0.01675,23883.4539860899
"2020-05-24",0.0452,-0.58515,0.4149,0.01675,24048.3163684598
"2020-05-26",0.0469,-0.5759,0.4149,0.01655,23475.550078961
"2020-05-28",0.04895,-0.5899,0.41545,0.0161,25033.1956395293
"2020-05-30",0.0505,-0.58085,0.41555,0.01605,24811.2889233361
"2020-06-01",0.05205,-0.57515,0.416,0.0162,25072.1262843168
"2020-06-03",0.05335,-0.57145,0.4162,0.0162,25368.5194164056
"2020-06-05",0.05425,-0.55555,0.41735,0.01595,25952.3945297966
"2020-06-07",0.05615,-0.55705,0.41775,0.01565,25710.7107920043
"2020-06-09",0.05895,-0.57515,0.41765,0.0155,25985.2301527762
"2020-06-11",0.06095,-0.5723,0.41715,0.0156,26197.6894876592
"2020-06-13",0.0629,-0.5604,0.4182,0.0158,25136.9995980345
"2020-06-15",0.06415,-0.5485,0.41805,0.01625,24816.9662512088
"2020-06-17",0.065,-0.54145,0.4182,0.01615,25182.7353839103
"2020-06-19",0.06625,-0.53185,0.41785,0.01645,24913.228420756
"2020-06-21",0.0682,-0.53405,0.4184,0.01665,24780.6653876786
"2020-06-23",0.06975,-0.51925,0.4189,0.01705,25645.311480326
